"stusps","station_id","usaf","wban","station_name","icao","lat","lon","elev_m","statefp","countyfp","county_geoid","county_name","state_name","climate_region","geometry"
"NM","99999903092","999999","03092","RATON 26 ESE","",36.778,-103.982,2204.3,"35","059","35059","Union","New Mexico","Southwest",c(-704957.274634701, 1555505.27522607)
"NM","72272193063","722721","93063","GRANT COUNTY AIRPORT","KSVC",32.633,-108.167,1637.7,"35","017","35017","Grant","New Mexico","Southwest",c(-1132081.38021111, 1134916.45586544)
"NM","99999953173","999999","53173","NAGEEZI 18 SSW","",36.035,-107.905,1965.7,"35","045","35045","San Juan","New Mexico","Southwest",c(-1060314.99945208, 1509157.89383465)
"NM","72362723081","723627","23081","GALLUP MUNICIPAL AIRPORT","KGUP",35.509,-108.793,1970.3,"35","031","35031","McKinley","New Mexico","Southwest",c(-1146846.81263881, 1461073.26221982)
"NM","72096399999","720963","99999","MCGREGOR RANGE BASE CAMP","KM63",32.079,-106.153,1246,"35","035","35035","Otero","New Mexico","Southwest",c(-952059.051219379, 1051489.91330152)
"NM","99999953015","999999","53015","HAGERMAN 10 ESE","",33.088,-104.162,1082.7,"35","005","35005","Chaves","New Mexico","Southwest",c(-756223.150366918, 1145610.00450805)
"NM","74732023002","747320","23002","HOLLOMAN AFB AIRPORT","KHMN",32.85,-106.1,1267.4,"35","035","35035","Otero","New Mexico","Southwest",c(-937988.221834195, 1136446.63369371)
"NM","99999953008","999999","53008","CLOVIS 7 N","",34.512,-103.174,1315.5,"35","009","35009","Curry","New Mexico","Southwest",c(-652870.35285706, 1296868.73992247)
"NM","99999903095","999999","03095","MILLS 6 WSW","",36.061,-104.355,1788,"35","021","35021","Harding","New Mexico","Southwest",c(-744868.849088855, 1478332.95611115)
"NM","72269593041","722695","93041","LAS CRUCES INTL AIRPORT","KLRU",32.283,-106.917,1357.6,"35","013","35013","Doña Ana","New Mexico","Southwest",c(-1020789.80929875, 1082017.23945805)
"NM","99999953016","999999","53016","VAUGHN 36 SSE","",34.137,-104.93,1534.4,"35","027","35027","Lincoln","New Mexico","Southwest",c(-816184.919790362, 1268664.2014195)
"NM","99999903082","999999","03082","CARRIZOZO 1 W","",33.648,-105.895,1635.6,"35","027","35027","Lincoln","New Mexico","Southwest",c(-909759.878443481, 1223052.20891645)
"NM","72365623049","723656","23049","SANTA FE MUNICIPAL AIRPORT","KSAF",35.611,-106.096,1916.3,"35","049","35049","Santa Fe","New Mexico","Southwest",c(-904892.297617638, 1443294.29915325)
"NM","72365823090","723658","23090","FOUR CORNERS REGIONAL ARPT","KFMN",36.744,-108.229,1676.2,"35","045","35045","San Juan","New Mexico","Southwest",c(-1078823.40640559, 1591581.51517109)
"NM","99999953163","999999","53163","SOCORRO 17 WSW","",33.98,-107.187,3196.1,"35","053","35053","Socorro","New Mexico","Southwest",c(-1023674.23185924, 1273062.81861391)
"NM","99999903048","999999","03048","SOCORRO 20 N","",34.356,-106.886,1477.4,"35","053","35053","Socorro","New Mexico","Southwest",c(-991449.298278398, 1311618.32953566)
"NM","72268893034","722688","93034","LEA COUNTY REGIONAL AIRPORT","KHOB",32.693,-103.213,1114,"35","025","35025","Lea","New Mexico","Southwest",c(-671818.838341469, 1094548.00329334)
"NM","72268023009","722680","23009","ROSWELL INTERNATIONAL AIR CENTER AP","KROW",33.307,-104.508,1104.6,"35","005","35005","Chaves","New Mexico","Southwest",c(-786010.862132609, 1172771.66685597)
"NM","99999903033","999999","03033","MORIARTY AIRPORT","",34.985,-106,1889.5,"35","057","35057","Torrance","New Mexico","Southwest",c(-903678.451317243, 1372711.85336452)
"NM","72367623048","723676","23048","TUCUMCARI MUNICIPAL ARPT","KTCC",35.181,-103.601,1230.9,"35","037","35037","Quay","New Mexico","Southwest",c(-685669.496285247, 1374489.32546294)
"NM","99999903074","999999","03074","LAS CRUCES 20 N","",32.614,-106.741,1318.9,"35","013","35013","Doña Ana","New Mexico","Southwest",c(-1000241.1326781, 1116814.23459585)
"NM","99999903062","999999","03062","LOS ALAMOS 13 W","",35.858,-106.521,2656.6,"35","043","35043","Sandoval","New Mexico","Southwest",c(-939776.646162301, 1474910.74121992)
"NM","99999953009","999999","53009","RAMAH 9 SE","",35.046,-108.364,2183.6,"35","006","35006","Cibola","New Mexico","Southwest",c(-1115331.98840247, 1404603.56878948)
"NM","72072499999","720724","99999","BELEN RGNL ARPT","KBRG",34.646,-106.836,1584.8,"35","061","35061","Valencia","New Mexico","Southwest",c(-983225.612932984, 1343316.71988546)
"NM","72268393083","722683","93083","SIERRA BLANCA RGNL AIRPORT","KSRR",33.45,-105.517,2075.7,"35","027","35027","Lincoln","New Mexico","Southwest",c(-877335.587512751, 1197498.39851693)
"NM","72038799999","720387","99999","HOBBS","KHBB",32.767,-103.217,1130,"35","025","35025","Lea","New Mexico","Southwest",c(-671564.378315229, 1102807.57365197)
"NM","72367593092","723675","93092","CHAMA AWRS","KE33",36.9,-106.583,2393,"35","039","35039","Rio Arriba","New Mexico","Southwest",c(-932321.255822173, 1591517.38846474)
"NM","72366303012","723663","03012","TAOS REGIONAL AIRPORT","KSKX",36.45,-105.667,2161.3,"35","055","35055","Taos","New Mexico","Southwest",c(-857036.373671675, 1532765.17986907)
"NM","72362093040","723620","93040","SOCORRO MUNICIPAL AP","KONM",34.067,-106.9,1485.9,"35","053","35053","Socorro","New Mexico","Southwest",c(-996416.105511835, 1279670.16879896)
"NM","72268623008","722686","23008","CANNON AFB AIRPORT","KCVS",34.383,-103.317,1309.1,"35","009","35009","Curry","New Mexico","Southwest",c(-666968.118505971, 1283479.01988526)
"NM","99999903094","999999","03094","CLAYTON 3 ENE","",36.47,-103.124,1489,"35","059","35059","Union","New Mexico","Southwest",c(-631914.833249887, 1515074.32509871)
"NM","72362593057","723625","93057","GRANTS-MILAN MUNI AIRPORT","KGNT",35.165,-107.902,1987.3,"35","006","35006","Cibola","New Mexico","Southwest",c(-1072214.95826408, 1412493.65654906)
"NM","99999903087","999999","03087","SANTA FE 20 WNW","",35.825,-106.318,2212.2,"35","028","35028","Los Alamos","New Mexico","Southwest",c(-922116.294893822, 1469249.34067555)
"NM","72267603035","722676","03035","ARTESIA MUNICIPAL AIRPORT","KATS",32.853,-104.468,1079.3,"35","015","35015","Eddy","New Mexico","Southwest",c(-786834.587707986, 1121969.2710951)
"NM","74638099999","746380","99999","MELROSE GUNNERY RANGE","K4MR",34.295,-103.786,1326,"35","041","35041","Roosevelt","New Mexico","Southwest",c(-710431.35823598, 1277070.04761555)
"NM","99999903090","999999","03090","TAOS 27 NW","",36.652,-105.972,2484.4,"35","055","35055","Taos","New Mexico","Southwest",c(-881608.51391536, 1558063.21892763)
"NM","99999953003","999999","53003","GRANTS 2 S","",35.119,-107.83,1963.8,"35","006","35006","Cibola","New Mexico","Southwest",c(-1066401.45464399, 1406576.1338653)
"NM","72367723054","723677","23054","LAS VEGAS MUNICIPAL ARPT","KLVS",35.656,-105.139,2094,"35","047","35047","San Miguel","New Mexico","Southwest",c(-818912.319670044, 1439626.79944286)
"NM","99999903097","999999","03097","MOUNTAINAIR 2 WSW","",34.517,-106.27,1977.9,"35","057","35057","Torrance","New Mexico","Southwest",c(-933630.162594404, 1323270.46044075)
"NM","72365493091","723654","93091","LOS ALAMOS AIRPORT","KLAM",35.883,-106.283,2185.7,"35","028","35028","Los Alamos","New Mexico","Southwest",c(-918299.254194257, 1475366.6189889)
"NM","72268793033","722687","93033","CAVERN CITY AIR TRML ARPT","KCNM",32.334,-104.258,990.5,"35","015","35015","Eddy","New Mexico","Southwest",c(-772395.027220553, 1062586.23447773)
"NM","72267703027","722677","03027","CLINES CORNERS","KCQC",35.003,-105.663,2158,"35","057","35057","Torrance","New Mexico","Southwest",c(-873126.92972634, 1371564.62252094)
"NM","72365703014","723657","03014","TORREON","K4SL",35.799,-107.181,2105.9,"35","043","35043","Sandoval","New Mexico","Southwest",c(-999241.670658213, 1475080.79551456)
"NM","99999903080","999999","03080","RESERVE 1 W","",33.715,-108.777,1780.6,"35","003","35003","Catron","New Mexico","Southwest",c(-1172314.61591445, 1262057.72006901)
"NV","72486023154","724860","23154","ELY AIRPORT/YELLAND FIELD/AIRPORT","KELY",39.295,-114.847,1904.9,"32","033","32033","White Pine","Nevada","West",c(-1600014.1774945, 1967153.07134751)
"NV","99999904139","999999","04139","DENIO 52 WSW","",41.848,-119.636,1981.2,"32","031","32031","Washoe","Nevada","West",c(-1928646.05408948, 2334991.58030136)
"NV","72477003170","724770","03170","EUREKA","KP68",39.601,-116.006,1809.3,"32","011","32011","Eureka","Nevada","West",c(-1689826.46683691, 2020794.55487488)
"NV","72477099999","724770","99999","EUREKA (RAMOS)","KP68",39.6,-116,1811,"32","011","32011","Eureka","Nevada","West",c(-1689350.58705026, 2020578.28940632)
"NV","72488023185","724880","23185","RENO/TAHOE INTERNATIONAL AIRPORT","KRNO",39.508,-119.768,1342.5,"32","031","32031","Washoe","Nevada","West",c(-2004053.41769396, 2083768.34990412)
"NV","72583524119","725835","24119","BATTLE MOUNTAIN AIRPORT","KBAM",40.612,-116.892,1373.1,"32","015","32015","Lander","Nevada","West",c(-1738778.64123052, 2147437.66796487)
"NV","72582794190","725827","94190","WILD HORSE RESERVOIR","KAWH",41.636,-115.802,1901.7,"32","007","32007","Elko","Nevada","West",c(-1625698.42238688, 2240174.3665554)
"NV","72083900279","720839","00279","RENO STEAD AIRPORT","KRTS",39.667,-119.876,1540.2,"32","031","32031","Washoe","Nevada","West",c(-2008537.99234581, 2103309.94671061)
"NV","72485699999","724856","99999","HAWTHORNE INDUSTRIAL","KHTH",38.544,-118.634,1284.7,"32","021","32021","Mineral","Nevada","West",c(-1935789.69091149, 1955418.13583587)
"NV","72488593102","724885","93102","FALLON NAS","KNFL",39.417,-118.717,1199.1,"32","001","32001","Churchill","Nevada","West",c(-1919585.31480462, 2052176.74342009)
"NV","99999953136","999999","53136","MERCURY 3 SSW","",36.624,-116.023,1001,"32","023","32023","Nye","Nevada","West",c(-1761017.8277333, 1694837.56316689)
"NV","72387003160","723870","03160","DESERT ROCK AIRPORT","KDRA",36.621,-116.028,984.5,"32","023","32023","Nye","Nevada","West",c(-1761521.35311774, 1694601.57981143)
"NV","72282553145","722825","53145","TONOPAH TEST RANGE #74","KBJN",37.617,-116.264,1755.7,"32","023","32023","Nye","Nevada","West",c(-1758346.8458751, 1808079.01879343)
"NV","72012999999","720129","99999","AUSTIN ARPT","KTMT",39.468,-117.197,1748.1,"32","015","32015","Lander","Nevada","West",c(-1792096.70566467, 2028056.94581434)
"NV","74614023112","746140","23112","NELLIS AFB AIRPORT","KLSV",36.25,-115.033,570,"32","003","32003","Clark","Nevada","West",c(-1683480.22117927, 1635883.0277264)
"NV","72484653123","724846","53123","NORTH LAS VEGAS AIRPORT","KVGT",36.212,-115.194,667.4,"32","003","32003","Clark","Nevada","West",c(-1698381.19872196, 1634577.4617997)
"NV","72582524121","725825","24121","ELKO REGIONAL AIRPORT","KEKO",40.824,-115.786,1540.5,"32","007","32007","Elko","Nevada","West",c(-1643193.74498842, 2150959.96991109)
"NV","72074100269","720741","00269","BOULDER MUNICIPAL AIRPORT","KBVU",35.947,-114.861,671.2,"32","003","32003","Clark","Nevada","West",c(-1675158.43253844, 1599582.62490211)
"NV","72386023169","723860","23169","MCCARRAN INTERNATIONAL AIRPORT","KLAS",36.072,-115.163,662.8,"32","003","32003","Clark","Nevada","West",c(-1698815.72566709, 1618662.38795185)
"NV","72054900171","720549","00171","CARSON AIRPORT","KCXP",39.183,-119.733,1432.3,"32","510","32510","Carson City","Nevada","West",c(-2010166.01508027, 2047736.72981704)
"NV","72209653127","722096","53127","HENDERSON EXECUTIVE ARPT","KHND",35.976,-115.133,749.2,"32","003","32003","Clark","Nevada","West",c(-1698342.07155169, 1607593.12153733)
"NV","72485523153","724855","23153","TONOPAH AIRPORT","KTPH",38.05,-117.091,1645.7,"32","023","32023","Nye","Nevada","West",c(-1818266.621095, 1871027.81990461)
"NV","72583024128","725830","24128","WINNEMUCCA MUNICIPAL AIRPORT","KWMC",40.902,-117.808,1310.6,"32","013","32013","Humboldt","Nevada","West",c(-1806312.67990977, 2196185.60777047)
"NV","74614123141","746141","23141","INDIAN SPRING AUX AIRFIELD","KINS",36.583,-115.683,954.9,"32","003","32003","Clark","Nevada","West",c(-1732492.02767138, 1684094.95927665)
"NV","72055199999","720551","99999","MINDEN TAHOE AIRPORT","KMEV",39,-119.751,1440.5,"32","005","32005","Douglas","Nevada","West",c(-2016731.64601927, 2028244.12320257)
"NV","72580524172","725805","24172","DERBY FIELD AIRPORT","KLOL",40.068,-118.57,1189.5,"32","027","32027","Pershing","Nevada","West",c(-1890236.07916638, 2120119.34619089)
"NV","72487003163","724870","03163","CALIENTE (AMOS)","KP38",37.612,-114.526,1332.9,"32","017","32017","Lincoln","Nevada","West",c(-1609652.57351071, 1776731.83040797)
"NV","72067599999","720675","99999","INDIAN SPRINGS RANGE 63","KL63",36.53,-115.57,972,"32","003","32003","Clark","Nevada","West",c(-1723901.23230894, 1676228.94686804)
"NV","99999953138","999999","53138","BAKER 5 W","",39.012,-114.209,2016.9,"32","033","32033","White Pine","Nevada","West",c(-1552567.87123942, 1925453.06054085)
"NY","72503014732","725030","14732","LA GUARDIA AIRPORT","KLGA",40.779,-73.88,3,"36","081","36081","Queens","New York","Northeast",c(1834867.30685491, 2188754.44222827)
"NY","72503814714","725038","14714","STEWART INTERNATIONAL AIRPORT","KSWF",41.5,-74.1,149.7,"36","071","36071","Orange","New York","Northeast",c(1798505.96097052, 2263116.60370423)
"NY","72519014771","725190","14771","SYRACUSE HANCOCK INTERNATIONAL AP","KSYR",43.111,-76.104,124.9,"36","067","36067","Onondaga","New York","Northeast",c(1599028.0912587, 2403100.28681338)
"NY","72514554746","725145","54746","SULLIVAN COUNTY INTL ARPT","KMSV",41.701,-74.795,427.6,"36","105","36105","Sullivan","New York","Northeast",c(1737418.77813961, 2272105.41134353)
"NY","72523504720","725235","04720","CHAUTAUQUA CO/JAMESTOWN AP","KJHW",42.15,-79.25,525.2,"36","013","36013","Chautauqua","New York","Northeast",c(1367894.3008787, 2248551.85811007)
"NY","74486514719","744865","14719","FRANCIS S GABRESKI AP","KFOK",40.851,-72.619,13.1,"36","103","36103","Suffolk","New York","Northeast",c(1935443.75435593, 2221602.53785482)
"NY","72501654790","725016","54790","BROOKHAVEN AIRPORT","KHWV",40.821,-72.867,20,"36","103","36103","Suffolk","New York","Northeast",c(1916133.77110921, 2213317.41907496)
"NY","72503794745","725037","94745","WESTCHESTER COUNTY AIRPORT","KHPN",41.062,-73.705,112.9,"36","119","36119","Westchester","New York","Northeast",c(1841750.76511867, 2222968.89125298)
"NY","74498914747","744989","14747","CHAUTAUQUA CO/DUNKIRK ARPT","KDKK",42.493,-79.276,203.9,"36","013","36013","Chautauqua","New York","Northeast",c(1359078.2843887, 2285939.11068153)
"NY","72515614748","725156","14748","ELMIRA/CORNING RGNL ARPT","KELM",42.157,-76.903,285.3,"36","015","36015","Chemung","New York","Northeast",c(1556981.26702268, 2285440.05085722)
"NY","72622794790","726227","94790","WATERTOWN INTL AIRPORT","KART",43.989,-76.026,94.7,"36","045","36045","Jefferson","New York","Northeast",c(1584759.98825038, 2500250.50454538)
"NY","72501504789","725015","04789","ORANGE COUNTY AIRPORT","KMGJ",41.509,-74.265,108.2,"36","071","36071","Orange","New York","Northeast",c(1784965.21189853, 2260986.60306606)
"NY","74486094789","744860","94789","JOHN F KENNEDY INTERNATIONAL AIRPORT","KJFK",40.639,-73.764,2.7,"36","081","36081","Queens","New York","Northeast",c(1847949.21344515, 2175747.30945969)
"NY","99798999999","997989","99999","OLCOTT HARBOR","",43.333,-78.717,83,"36","063","36063","Niagara","New York","Northeast",c(1387038.20748248, 2386366.29863092)
"NY","72519664775","725196","64775","GRIFFIS AIRFIELD","KRME",43.224,-75.396,144.7,"36","065","36065","Oneida","New York","Northeast",c(1652336.16124226, 2427546.35419236)
"NY","99727299999","997272","99999","BERGEN POINT","",40.639,-74.146,10,"36","085","36085","Richmond","New York","Northeast",c(1816769.27580489, 2168381.86061713)
"NY","72209864761","722098","64761","EAST HAMPTON AIRPORT","KHTO",40.96,-72.252,17.1,"36","103","36103","Suffolk","New York","Northeast",c(1962174.94708325, 2240961.24799109)
"NY","72505004781","725050","04781","LONG ISLAND MAC ARTHUR AIRPORT","KISP",40.794,-73.102,25.4,"36","103","36103","Suffolk","New York","Northeast",c(1897770.1294384, 2205666.35729874)
"NY","74486454787","744864","54787","REPUBLIC AIRPORT","KFRG",40.734,-73.416,22.8,"36","103","36103","Suffolk","New York","Northeast",c(1873823.18814624, 2192907.27557059)
"NY","99999964758","999999","64758","ITHACA 13 E","",42.44,-76.246,374.3,"36","023","36023","Cortland","New York","Northeast",c(1603255.30040953, 2327350.85436154)
"NY","72503614757","725036","14757","DUTCHESS COUNTY AIRPORT","KPOU",41.626,-73.882,46.6,"36","027","36027","Dutchess","New York","Northeast",c(1812833.69859457, 2280983.63984549)
"NY","72528704724","725287","04724","NIAGARA FALLS INTL AIRPORT","KIAG",43.108,-78.938,178.3,"36","063","36063","Niagara","New York","Northeast",c(1373981.07360398, 2358438.91808474)
"NY","72501454780","725014","54780","MONTAUK AIRPORT","KMTP",41.073,-71.924,2,"36","103","36103","Suffolk","New York","Northeast",c(1985526.34511413, 2260028.31654948)
"NY","99826699999","998266","99999","STURGEON POINT","",42.683,-79.05,4.2,"36","029","36029","Erie","New York","Northeast",c(1373482.45746636, 2310093.70509647)
"NY","72518794733","725187","94733","CLINTON COUNTY AIRPORT","KPLB",44.687,-73.523,113.4,"36","019","36019","Clinton","New York","Northeast",c(1761619.19391292, 2620181.46667245)
"NY","72528014733","725280","14733","BUFFALO NIAGARA INTERNATIONAL AP","KBUF",42.94,-78.736,216.2,"36","029","36029","Erie","New York","Northeast",c(1393460.09233821, 2342918.64162579)
"NY","72498894704","724988","94704","DANSVILLE MUNICIPAL ARPT","KDSV",42.57,-77.714,196,"36","051","36051","Livingston","New York","Northeast",c(1482866.08013523, 2317757.51614961)
"NY","99799199999","997991","99999","HUDSON RIVER RESERVE","",42.017,-73.917,12,"36","027","36027","Dutchess","New York","Northeast",c(1799942.56830816, 2322887.75854639)
"NY","99999964756","999999","64756","MILLBROOK 3 W","",41.786,-73.742,125.9,"36","027","36027","Dutchess","New York","Northeast",c(1819943.36990555, 2301077.61174649)
"NY","72622894740","726228","94740","ADIRONDACK REGIONAL ARPT","KSLK",44.393,-74.203,505.6,"36","033","36033","Franklin","New York","Northeast",c(1716723.345264, 2575871.64247288)
"NY","74370014715","743700","14715","WHEELER-SACK AAF AIRPORT","KGTB",44.05,-75.733,209.7,"36","045","36045","Jefferson","New York","Northeast",c(1606216.35619037, 2511819.98042717)
